04:00|The Birds begun at ^Four o'clock^  Their period for Dawn|The Birds Begun at Four o'clock|Emily Dickinson|unknown
04:05|Leaves were being blown against my window. It was ^4.05am^. The moon had shifted in the sky, glaring through a clotted mass of clouds like a candled egg.|We Were the Mulvaneys|Joyce Carol Oates|unknown
04:11|The next morning I awaken at exactly ^eleven minutes after four^, having slept straight through my normal middle-of-the-night insomniac waking at three.|The Stuff of Life|Karen Karbo|unknown
04:15|Alice wants to warn her that a defect runs in the family, like flat feet or diabetes: they're all in danger of ending up alone by their own stubborn choice. The ugly kitchen clock says ^four-fifteen^.|Pigs in Heaven|Barbara Kingsolver|unknown
04:22|He hurt me to the point where I wanted to tell him something. My watch said ^4.22^ now. It had stopped. It was smashed.|The Ipcress File|Len Deighton|unknown
04:25|As I dressed I glanced at my watch. It was no wonder that no one was stirring. It was ^twenty-five minutes past four^.|The Adventures of Sherlock Holmes|Sir Arthur Conan Doyle|unknown
04:30|Jonas rolls painfully out of the hammock, his aching lower back stiff and swollen, in desperate need of a chiropractor. He checks his watch. ^Four thirty^...but is it a.m. or p.m.?|Meg, Primal Waters|Steve Alten|unknown
04:35|No manner of exhaustion can keep a child asleep much later than six a.m. on Christmas Day. Colby awoke at ^4:35^.|Dreams and Shadows|C Robert Cargill|unknown
04:40|I settled into a daily routine. Wake up at ^4.40am^, shower, get on the train north by ten after five.|Bossypants|Tina Fey|unknown
04:45|Daybreak will reveal that one of us has been left alone. He checks the clock on the table next to the bed. The hands glow and register ^4:45 a.m.^|Faceless Killers|Henning Mankell|unknown
04:50|Even the hands of his watch and the hands of all the thirteen clocks were frozen. They had all frozen at the same time, on a snowy night, seven years before, and after that it was always ^ten minutes to five^ in the castle.|The 13 Clocks|James Thurber|unknown
04:55|^4:55^ - Mank holding phone. Turns to Caddell - 'Who is this?' Caddell: 'Jim.' (shrugs) 'I think he's our man in Cincinnati.'|Fear and Loathing: On the Campaign Trail '72|Hunter S. Thompson|unknown
05:00|The day came slow, till ^five o'clock^. Then sprang before the hills. Like hindered rubies, or the light. A sudden musket spills|The Day Came Slow, Till Five O' Clock|Emily Dickinson|unknown
05:05|The baby, a boy, is born at ^five past five in the morning^.|The Namesake|Jhumpa Lahiri|unknown
05:10|I settled into a daily routine. Wake up at 4:40am, shower, get on the train north by ^ten after five^.|Bossypants|Tina Fey|unknown
05:15|Weird conversation with Brown, a tired & confused old man who's been jerked out of bed at ^5:15^.|Fear and Loathing: On the Campaign Trail '72|Hunter S Thompson|unknown
05:20|If she can keep her speed to seventy until she leaves the turnpike at midtown, and if she catches most of the traffic lights, she estimates she can be at her building by ^five-twenty^.|If it Bleeds|Stephen King|unknown
05:25|At ^5:25 a.m.^ the doorbell rings, always an evil omen. I stagger to the intercom and push the button.|The Time Traveler's Wife|Audrey Niffenegger|unknown
05:30|On the day they were going to kill him, Santiago Nasar got up at ^five-thirty in the morning^ to wait for the boat the bishop was coming on.|Chronicle of a Death Foretold|Gabriel García Márquez|unknown
05:35|I squinted at the clock. 'It says ^twenty-five before six^,' I said and rolled away from him.|The Dice Man|Luke Rhinehart|unknown
05:40|^Twenty minutes to six^. 'Rob's boys were already on the platform, barrows ready. The only thing that ever dared to be late around here was the train.|The Peculiar Memories of Thomas Penman|Bruce Robinson|unknown
05:45|At ^5:45^ a power-transformer on a pole beside the abandoned Tracker Brothers' Truck Depot exploded in a flash of purple light, spraying twisted chunks of metal onto the shingled roof.|IT|Stephen King|unknown
05:50|It was was ^5:50^ when he staggered from the room, heading he knew not where or for how long, but hoping only that whoever had been guiding him lately would not desert him now.|The Princess Bride|William Goldman|unknown
05:55|Billy doesn't drive to the parking garage. The parking garage is done. At ^five to six^ he parks on Main Street a few blocks from the Gerard Tower. Plenty of curbside spaces at this hour and the sidewalk is deserted.|Billy Summers|Stephen King|unknown
06:00|`and ever since that,' the hatter went on in a mournful tone, `he won't do a thing i ask! it's always ^six o'clock^ now.'|Alice in Wonderland|Lewis Carroll|unknown
06:05|A second man went in and found the shop empty, as he thought, at ^five minutes past six^. That puts the time at between 5:30 and 6:05.|The ABC Murders|Agatha Christie|unknown
06:10|The bus left the station at ^ten past six^ - and she sat proud, like an accustomed traveller, apart from her father, John Henry, and Berenice.|The Member of the Wedding|Carson McCullers|unknown
06:15|Father expected his shaving-water to be ready at ^a quarter past six^. Just seven minutes late, Dorothy took the can upstairs and knocked at her father's door.|A Clergyman's Daughter|George Orwell|unknown
06:20|It was ^6:20 a.m.^, and my parents and I were standing, stunned and half-awake, in the parking lot of a Howard Johnson's in Iowa.|Soon I Will Be Invincible|Austin Grossman|unknown
06:25|Simon is happy to travel scum class when he's on his own and even sometimes deliberately aims for the ^6.25^. But today the .25 is delayed to 6.44.|The Deaths|Mark Lawson|unknown
06:30|Tony gets up at ^six-thirty^, as she always does. West sleeps on, groaning a little. Probably in his dreams he's shouting; sounds in dreams are always louder.|The Robber Bride|Margaret Atwood|unknown
06:35|My watch lay on the dressing-table close by; glancing at it, I saw that the time was ^twenty-five minutes to seven^. I had been told that the family breakfasted at nine, so I had nearly two-and-a-half hours of leisure.|Ravensdene Court|J.S. Fletcher|unknown
06:40|At eleven o'clock the phone rang, and still the figure did not respond, any more than it has responded when the phone had rung at twenty-five to seven in the morning, and again at ^twenty to seven^|The Long Dark Tea-Time of the Soul|Douglas Adams|unknown
06:45|^Six-forty-five^ the shavers buzz and the Acutes line up in alphabetical order at the mirrors, A, B, C, D. . . . The walking Chronics like me walk in when the Acutes are done, then the Wheelers are wheeled in.|One Flew Over the Cuckoo's Nest|Ken Kesey|unknown
06:50|Will, my fiancé, was coming from Boston on ^the six-fifty train^ - the dawn train, the only train that still stopped in the small Ohio city where I lived.|Pretty Ice|Mary Robison|unknown
06:55|At ^6:55 am^ Lisa parked and took the lift from the frozen underground car park up to level 1 of Green Oaks Shopping Centre.|What was Lost|Catherine O'Flynn|unknown
07:00|Moist groaned. It was ^the crack of seven^ and he was allergic to the concept of two seven o'clocks in one day.|Raising Steam|Terry Pratchett|unknown
07:05|Outside my window the sky hung low and gray. It looked like snow, which added to my malaise. The clock read ^five after seven^. I punched the remote control and watched the morning news as I lay in bed.|Dance Dance Dance|Haruki Murakami|unknown
07:10|A search in Bradshaw informed me that a train left St. Pancras at ^7.10^, which would land me at any Galloway station in the late afternoon.|The Thirty-Nine Steps|John Buchan|unknown
07:15|At ^7:15 A.M.^, January 25th, we started flying northwestward under McTighe's pilotage with ten men, seven dogs, a sledge, a fuel and food supply, and other items including the plane's wireless outfit.|At the Mountains of Madness |H.P. Lovecraft|unknown
07:20|And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). ^7.20 a.m.^ Wake up|The Curious Incident of the Dog in the Night-time|Mark Haddon|unknown
07:25|^7.25 a.m.^ clean teeth and wash face|The Curious Incident Of The Dog In The Night-Time|Mark Haddon|unknown
07:30|At ^half-past seven^ the next morning he rang the bell of 21 Blenheim Avenue.|After Rain|William Trevor|unknown
07:35|I looked at my watch. ^Seven thirty-five^.|Bare Bones|Kathy Reichs|unknown
07:40|^7.40 a.m.^ Have breakfast.|The Curious Incident Of The Dog In The Night-Time|Mark Haddon|unknown
07:45|Contrary to his habit of being late, Pierre on that day arrived at the Bergs' house, not at ten but at ^fifteen minutes to eight^.|War and Peace|Leo Tostoy|unknown
07:50|At about ^ten minutes to eight^, Jim had squared the part of the work he had been doing - the window - so he decided not to start on the door or the skirting until after breakfast.|The Ragged Trousered Philanthropists|Robert Tressell|unknown
07:55|at ^7.55^ this morning the circus ran away to join me.|Tightrope, from Selected Poems 1967-1987|Roger McGough|unknown
08:00|^8.00 a.m.^ Put school clothes on|The Curious Incident of the Dog in the Night-time|Mark Haddon|unknown
08:05|^8.05 a.m.^ Pack school bag|The Curious Incident Of The Dog In The Night-Time|Mark Haddon|unknown
08:10|^8.10 a.m.^ Read book or watch video|The Curious Incident of the Dog in the Night-time|Mark Haddon|unknown
08:15|You scrutinized your wrist: "It's ^eight fifteen^. (And here time forked.) I'll turn it on." The screen in its blank broth evolved a lifelike blur, and music welled.|Pale Fire|Vladimir Nabokov|unknown
08:20|^Eight-twenty^ the cards and puzzles go out.|One Flew Over the Cuckoo's Nest|Ken Kesey|unknown
08:25|^Eight-twenty-five^ some Acute mentions he used to watch his sister taking her bath; the three guys at the table with him fall over each other to see who gets to write it in the log book.|One Flew Over the Cuckoo's Nest|Ken Kesey|unknown
08:30|The lecture was to be given tomorrow, and it was now almost ^eight-thirty^.|A Confederacy of Dunces|John Kennedy Toole|unknown
08:35|Old gummy granny (thrusts a dagger towards Stephen's hand) Remove him, acushla. At ^8.35 a.m.^ you will be in heaven and Ireland will be free (she prays) O good God take him!|Ulysses|James Joyce|unknown
08:40|At ^8:40 A.M.^ she was wheeled out on a stretcher headed for Mayo General Hospital, blistered and burned by a tanning bed turned torture chamber.|Pomegranate Soup|Marsha Mehran|unknown
08:45|At ^eight forty-five^, I called and said, "I need some financial advice. Actually, I'm serious. I'm in a bind."|My Year of Rest and Relaxation|Ottessa Moshfegh|unknown
08:50|Punctually at ^ten minutes to nine^, a quarter hour after early mass, the boy stood in his Sunday uniform outside his father's door.|The Radetzky March|Joseph Roth|unknown
08:55|George pulled out his watch and looked at it: it was ^five minutes to nine^!|Three Men in a Boat|Jerome K Jerome|unknown
09:00|^9.00 a.m.^ School assembly|The Curious Incident of the Dog in the Night-time|Mark Haddon|unknown
09:05|^9:05am^ lay in bed, staring at ceiling|A Fraction of the Whole|Steve Toltz|unknown
09:10|^9.10am^ lay in bed, staring at wall.|A Fraction of the Whole|Steve Toltz|unknown
09:15|^9.15 a.m.^ First morning class|The Curious Incident of the Dog in the Night-time|Mark Haddon|unknown
09:20|At ^twenty minutes past nine^, the Duke of Dunstable, who had dined off a tray in his room, was still there, waiting for his coffee and liqueur.|Uncle Fred in the Springtime|P.G. Wodehouse|unknown
09:25|A man I would cross the street to avoid at nine o'clock - by ^nine twenty-five^ I wanted to fuck him until he wept. My legs trembled with it. My voice floated out of my mouth when I opened it to speak.|The Forgotten Waltz|Anne Enright|nsfw
09:30|He looked at his watch; it was ^half-past nine^|A Watcher by the Dead|Ambrose Bierce|unknown
09:35|^Nine-thirty-five^. He really must be gone. The bird is no longer feeding but sitting at the apex of a curl of razor wire.|The Memory of Love|Aminatta Forna|unknown
09:40|Hartmann closed the door of the banqueting hall and stopped to fasten his watch. It was ^twenty minutes to ten^. From the office along the corridor came a faint sound of typing; a telephone rang.|Munich|Robert Harris|unknown
09:45|9.15, 9.30, ^9.45^, 10! Bond felt the excitement ball up inside him like cat's fur.|On Her Majesty's Secret Service|Ian Fleming|unknown
09:50|^9.50am^. Hmmm. Think will go inspect make-up in case he does come in|Bridget Jones Diary|Helen Fielding|unknown
09:55|"your punctuality really alarms me. What do I say? punctuality! You, whom I expected last, you arrive at ^five minutes to ten^, when the time fixed was half-past! Has the ministry resigned?"|The Count of Monte Cristo|Alexandre Dumas|unknown
10:00|^Ten o'clock^ the mail comes up. Sometimes you get the torn envelope.|One Flew Over the Cuckoo's Nest|Ken Kesey|unknown
10:05|We both watch as a pair of swans sail regally under the little bridge. Then I glance at my watch. It's already ^five past ten^. "We should get going," I say with a little start. Your mother will be waiting."|The Undomestic Goddess|Sophie Kinsella|unknown
10:10|^10:10^ Shot is fired.|The Hollow Man|John Dickson Carr|unknown
10:15|Due to his advanced state of decay, our loyal boiler room mascot wasn't in on the great escape, but his room was opposite mine, and he understood "Shush!" At ^a quarter past ten^ Ernie went to Reception to announce my death to Nurse Noakes.|Cloud Atlas|David Mitchell|unknown
10:20|"What time is it?" my cousin asked me. About eight inches shorter than me, he had to look up when he talked. I glanced at my watch. "^Ten twenty^."|Blind Willow, Sleeping Woman|Haruki Murakami|unknown
10:25|^10:25^: Phone call from Lüding, very worked up, urging me to return at once and get in touch with Alois, who was equally worked up.|The Lost Honour of Katharina Blum|Heinrich Böll|unknown
10:30|^10.30 a.m.^ Break|The Curious Incident of the Dog in the Night-time|Mark Haddon|unknown
10:35|^Five-and-twenty to eleven^. A horrible hour - a macabre hour, for it is not only the hour of pleasure ended, it is the hour when pleasure itself has been found wanting.|Rope|Patrick Hamilton|unknown
10:40|^10:40^: Call from Katharina asking me whether I had really said what was in the News.|The Lost Honour of Katharina Blum|Heinrich Böll|unknown
10:45|"If this is so, we have now to determine what Barker and Mrs. Douglas, presuming they are not the actual murderers, would have been doing from quarter to eleven, when the sound of the shot brought them down, until ^quarter past eleven^..."|The Valley of Fear|Sir Arthur Conan Doyle|unknown
10:50|^10.50 a.m.^ Art class with Mrs Peters|The Curious Incident of the Dog in the Night-time|Mark Haddon|unknown
10:55|The clock was still saying ^five minutes to eleven^ when Pooh and Piglet set out on their way half an hour later.|The House at Pooh Corner|A.A. Milne|unknown
11:00|An ending, then. November 11, 1991, at ^eleven o'clock in the morning^, the eleventh hour of the eleventh month. It's a Monday.|The Robber Bride|Margaret Atwood|unknown
11:05|^Five past eleven^; less than a quarter of an hour before Amethyst either succeeded or failed|The Infinite Day|Chris Walley|unknown
11:10|She backed down the driveway, checked for traffic, and turned toward the turnpike. ^Ten past eleven^. Plenty of time. That's what she thought then.|If it Bleeds|Stephen King|unknown
11:15|"Have you a couple of days to spare? Have just been wired for from the west of England in connection with Boscombe Valley tragedy. Shall be glad if you will come with me. Air and scenery perfect. Leave Paddington by the ^11:15^."|The Adventures of Sherlock Holmes|Sir Arthur Conan Doyle|unknown
11:20|Sweeney pointed to the clock above the bar, held in the massive and indifferent jaws of a stuffed alligator head. The time was ^11.20^.|American Gods|Neil Gaiman|unknown
11:25|When, at about ^11.25am^, Katharina Blum was finally taken from her apartment for questioning, it was decided not to handcuff her at all.|The Lost Honour of Katharina Blum|Heinrich Böll|unknown
11:30|This time it was Kumiko. The wall clock said ^11.30^.|The Wind-up Bird Chronicle|Haruki Murakami|unknown
11:35|At ^11.35^ the Colonel came out; he looked hot and angry as he strode towards the lift. There goes a hanging judge, thought Wormold.|Our Man in Havana|Graham Greene|unknown
11:40|During the sessions at Ito he read the Lotus Sutra on mornings of play, and he now seemed to be bringing himself to order through silent meditation. Then, quickly, there came a rap of stone on board. It was ^twenty minutes before noon^.|The Master of Go|Yusunari Kawabata|unknown
11:45|^11:45 AM^ - 06/05/2014 More details have emerged in the investigation into the killings at Val-de-Grâce early Wednesday morning.|The Catacombs|Jeremy Bates|unknown
11:50|The man who gave them to him handed him a ten-shilling note and promised him another if it were delivered at exactly ^ten minutes to twelve^.|The Adventure of Johnnie Waverley: A Hercule Poirot Story|Agatha Christie|unknown
11:55|It was ^11:55 a.m.^ on April 30.|All the President's Men|Bernstein & Woodward|unknown
12:00|Roaring ^noon^. In a well-fanned Forty-second Street cellar I met Gatsby for lunch.|The Great Gatsby|F. Scott Fitzgerald|unknown
12:05|"I could not have committed this crime. Pauline Stacy fell from this floor to the ground at ^five minutes past twelve^..."|The Eye of Apollo|G.K.Chesterton|unknown
12:10|The child said that it was ^twelve-ten^ and that Gonda was already late. Another child said that maybe the rain had delayed him. Another said, no not the rain, his director was taking a plane from Hollywood.|Enoch and the Gorilla|Flannery O'Connor|unknown
12:15|What shall I think of that's liberating and refreshing? I'm in the mood when I open my window at night and look at the stars. Unfortunately it's ^12.15^ on a grey dull day, the aeroplanes are active|A Writer's Diary: Being Extracts from the Diary of Virgina Woolf|Virginia Woolf|unknown
12:20|At ^twenty minutes after twelve^ he got up, resolutely sealed the large brown envelope, put on his raincoat, and walked down to the village. He dug his hands into his pockets and took longer steps.|The Hammer of God|Bo Giertz|unknown
12:25|Boys, do it now. God's time is ^12.25^.|Ulysses|James Joyce|unknown
12:30|^12.30 p.m.^ Lunch|The Curious Incident of the Dog in the Night-time|Mark Haddon|unknown
12:35|That morning he had appeared at the precise time stated in orders. Everyone else had been waiting five minutes and Colour Sergeant Cork called out the marker just as Trimmer appeared. So it was ^twelve-thirty-five^ when they were dismissed.|Men At Arms|Evelyn Waugh|unknown
12:40|A little ormolu clock in the outer corridor indicated ^twenty minutes to one^. The car was due at one-fifteen. Thirty-five minutes: oh, to escape for only that brief period!|Extremely Entertaining Short Stories (The Octave of Jealousy)|Stacy Aumonier|unknown
12:45|That Sunday was a picture-book summer day in Maine: clear, bright, warm. At ^a quarter to one^, Ruth McCausland, dressed in a pretty blue summer frock, left her house for the last time.|The Tommyknockers|Stephen King|unknown
12:50|So presently Bert was sent up to the top of the house to look at a church clock which was visible therefrom, and when he came down he reported that it was ^ten minutes to one^.|The Ragged Trousered Philanthropists|Robert Tressell|unknown
12:55|The inspector glanced at the clock. ^Five to one^. A busy morning.|A Man Lay Dead|Ngaio Marsh|unknown
13:00|^1.00 p.m.^ First afternoon class|The Curious Incident of the Dog in the Night-time|Mark Haddon|unknown
13:05|At ^five past one^ Alleyn opened the outer door, knocked his pipe out on the edge of the stone step,and remained staring out on to the drive.|A Man Lay Dead|Ngaio Marsh|unknown
13:10|"It was ^ten minutes past one^." "You are sure of that?"|Death on the Nile|Agatha Christie|unknown
13:15|"Where are the ladies and gentlemen?" asked Aleyn. "Sir, in the garden", said Bunce.  "What time's lunch?"  "^One-fifteen^."|A Man Lay Dead|Ngaio Marsh|unknown
13:20|It will take him time to arrive here, see it is ^twenty minutes past one^, and there are yet some times before he can hither come, be he never so quick.|Dracula|Bram Stoker|unknown
13:25|I'd really have liked to, I told her, if it weren't for the things I had in the drier. I cast an eye at my watch. ^One-twenty-five^. The drier had already stopped.|Hard Boiled Wonderland and the End of the World|Haruki Murakami|unknown
13:30|She was a sticker. A clock away in the town struck ^half past one^.|Brighton Rock|Graham Greene|unknown
13:35|^1:35 P.M.^ Katelyn stood in the hallway, her hands on her hips, enjoying the hell out of the moment. "So I see how it is," she said. "Your cousin can visit during finals week but my sister can't."|Kitchens of the Great Midwest|J. Ryan Stradal|unknown
13:39|And it was now ^1.39pm^ which was 23 minutes after the stop, which mean that we would be at the sea if the train didn't go in a big curve. But I didn't know if it went in a big curve.|The Curious Incident of the Dog in the Night-Time|Mark Haddon|unknown
13:45|The blow fell at precisely ^one forty-five^ (summer-time). Benson, my Aunt Agatha's butler, was offering me the fried potatoes at the moment, and such was my emotion that I lofted six of them on the sideboard with the spoon.|Sir Roderick Comes to Lunch|P.G. Wodehouse|unknown
13:50|The best train of the day was the ^one-fifty^ from Paddington which reached Polgarwith just after seven o'clock.|The Cornish Mystery|Agatha Christie|unknown
13:55|I came the next day at ^five minutes before two^, and on reaching the schoolroom door, before I opened it, I heard a rapid, gabbling sound, which warned me that the "priere du midi" was not yet concluded.|The Professor|Charlotte Brontë|unknown
14:00|At ^two^, the snowplows were in action in Lillestrom.|The Snowman|Jo Nesbo|unknown
14:05|...and at ^five past two^ on 17 September of that same unforgettable year 1916, I was in the Muryovo hospital yard, standing on trampled withered grass, flattened by the September rain.|A Country Doctor's Notebook|Mikhail Bulgakov|unknown
14:10|He arrived at her house at ^2:10 P.M.^, two videotapes in one hand, and a single bag of uncooked microwave popcorn in the other.|Reprieve|James Han Mattson|unknown
14:15|^2.15 p.m.^ Second afternoon class|The Curious Incident of the Dog in the Night-time|Mark Haddon|unknown
14:20|She looked at her watch and it was ^twenty minutes past two^. She had no time to lose but must get ready at once.|A Tale of Two Cities|Charles Dickens|unknown
14:25|There was a moment today, at ^2:25^, when study hall came suddenly to life. Heads were lifted and cocked as the siren in the belfry of the city hall announced trouble, probably a fire, somewhere in Staggerford.|Staggerford|Jon Hassler|unknown
14:30|She looked at her watch: ^half past two^. A few minutes to calm down before she had to go.|The Locked Room|Maj Sjöwall & Per Wahlöö|unknown
14:36|I look at my watch. ^Two thirty-six^. All I've got left today is take in the laundry and fix dinner.|The Elephant Vanishes|Haruki Murakami|unknown
14:40|If a girl looks swell when she meets you, who gives a damn if she's late? Nobody. "We better hurry," I said. "The show starts at ^two-forty^."|Catcher in the Rye|J.D. Salinger|unknown
14:45|He never came down till ^a quarter to three^.|The Diary of a Nobody|George and Weedon Grossmith|unknown
14:50|Stands the Church clock at ^ten to three^? And is there honey still for tea?|The Old Vicarage, Grantchester|Rupert Brooke|unknown
14:55|The superior, the very reverend John Conmee SJ reset his smooth watch in his interior pocket as he came down the presbytery steps. ^Five to three^. Just nice time to walk to Artane.|Ulysses|James Joyce|unknown
15:00|"I gotta get uptown by ^three o'clock^."|A Confederacy of Dunces|John Kennedy Toole|unknown
