-0.73, 0.11, 10.73
0.80, -0.19, 10.84
0.08, 0.08, 11.11
1.15, -0.50, 11.76

-2.57, 0.80, 9.31
-2.80, 0.84, 9.27
-2.91, 0.96, 9.31
-2.80, 0.88, 8.92
-2.91, 1.00, 9.15
-2.57, 0.84, 9.31
-2.57, 1.00, 9.31
-2.76, 0.96, 9.19
-2.95, 0.88, 9.12
-2.91, 0.84, 9.38
-2.72, 0.77, 9.27
-2.68, 0.73, 9.27
-2.53, 0.69, 9.42
-2.87, 0.69, 9.27
-3.18, 0.84, 9.19
-2.76, 0.80, 9.27
-2.64, 0.73, 9.23
-2.72, 0.65, 9.31
-2.68, 0.77, 9.23
-2.95, 0.77, 9.27
-2.60, 0.92, 9.35
-2.60, 0.80, 9.27
-2.80, 0.84, 9.23
-2.83, 0.84, 9.27
-2.91, 1.03, 9.19
-2.87, 1.00, 9.27
-2.87, 0.96, 9.19
-2.76, 1.07, 9.46
-2.76, 0.88, 9.15
-2.76, 1.03, 9.23
-2.72, 0.80, 9.31
-2.64, 1.00, 9.27
-2.95, 0.92, 9.27
-2.91, 0.92, 9.23
-2.76, 1.00, 9.23
-2.80, 0.88, 9.35
-2.80, 0.88, 9.19
-2.64, 0.50, 9.35
-2.45, 1.11, 8.04
-3.64, 0.88, 10.80
-0.46, 0.42, 8.77
-1.15, 1.19, 10.80
-0.88, 0.92, 8.96
-0.73, 0.61, 10.73
-1.46, 0.27, 9.42
-1.95, 1.00, 11.11
0.27, -0.04, 10.00
-2.07, 1.34, 10.73
-0.73, 0.11, 10.73
0.80, -0.19, 10.84
0.08, 0.08, 11.11
1.15, -0.50, 11.76
4.02, 0.00, 10.65
2.30, -0.84, 8.96
3.72, -0.34, 9.42
1.57, -0.73, 8.89
4.79, -0.08, 9.58
2.07, -0.73, 8.27
2.15, -0.15, 8.70
4.41, -1.61, 8.73
4.52, -0.73, 8.31
4.86, -1.61, 7.62
4.94, -0.57, 7.51
4.75, -1.46, 7.70
4.83, -0.92, 8.16
3.98, -0.92, 7.01
3.41, -0.92, 6.17
3.06, -0.69, 5.98
2.37, -0.69, 4.71
1.65, -0.19, 5.82
1.03, -0.08, 5.02
-0.54, -0.57, 6.59
-1.53, 0.46, 9.27
-3.60, 1.26, 7.97
-2.11, 0.31, 13.83
-3.87, 1.84, 18.08
-3.98, 1.34, 16.74
-7.16, 1.99, 19.54

-2.57, 0.80, 9.31
-2.80, 0.84, 9.27
-2.91, 0.96, 9.31
-2.80, 0.88, 8.92
-2.91, 1.00, 9.15
-2.57, 0.84, 9.31
-2.57, 1.00, 9.31
-2.76, 0.96, 9.19
-2.95, 0.88, 9.12
-2.91, 0.84, 9.38
-2.72, 0.77, 9.27
-2.68, 0.73, 9.27
-2.53, 0.69, 9.42
-2.87, 0.69, 9.27
-3.18, 0.84, 9.19
-2.76, 0.80, 9.27
-2.64, 0.73, 9.23
-2.72, 0.65, 9.31
-2.68, 0.77, 9.23
-2.95, 0.77, 9.27
-2.60, 0.92, 9.35
-2.60, 0.80, 9.27
-2.80, 0.84, 9.23
-2.83, 0.84, 9.27
-2.91, 1.03, 9.19
-2.87, 1.00, 9.27
-2.87, 0.96, 9.19
-2.76, 1.07, 9.46
-2.76, 0.88, 9.15
-2.76, 1.03, 9.23
-2.72, 0.80, 9.31
-2.64, 1.00, 9.27
-2.95, 0.92, 9.27
-2.91, 0.92, 9.23
-2.76, 1.00, 9.23
-2.80, 0.88, 9.35
-2.80, 0.88, 9.19
-2.64, 0.50, 9.35
-2.45, 1.11, 8.04
-3.64, 0.88, 10.80
-0.46, 0.42, 8.77
-1.15, 1.19, 10.80
-0.88, 0.92, 8.96
-0.73, 0.61, 10.73
-1.46, 0.27, 9.42
-1.95, 1.00, 11.11
0.27, -0.04, 10.00
-2.07, 1.34, 10.73
-0.73, 0.11, 10.73
0.80, -0.19, 10.84
0.08, 0.08, 11.11
1.15, -0.50, 11.76
4.02, 0.00, 10.65
2.30, -0.84, 8.96
3.72, -0.34, 9.42
1.57, -0.73, 8.89
4.79, -0.08, 9.58
2.07, -0.73, 8.27
2.15, -0.15, 8.70
4.41, -1.61, 8.73
4.52, -0.73, 8.31
4.86, -1.61, 7.62
4.94, -0.57, 7.51
4.75, -1.46, 7.70
4.83, -0.92, 8.16
3.98, -0.92, 7.01
3.41, -0.92, 6.17
3.06, -0.69, 5.98
2.37, -0.69, 4.71
1.65, -0.19, 5.82
1.03, -0.08, 5.02
-0.54, -0.57, 6.59
-1.53, 0.46, 9.27
-3.60, 1.26, 7.97
-2.11, 0.31, 13.83
-3.87, 1.84, 18.08
-3.98, 1.34, 16.74
-7.16, 1.99, 19.54
-3.95, 1.38, 10.07
-1.84, 0.57, 7.35
-1.53, 0.54, 5.59
-1.42, 0.23, 4.37
-1.88, 0.19, 3.26
-2.68, 0.31, 3.45
-4.21, 0.96, 4.75
-4.90, 0.92, 6.24
-3.83, 1.19, 9.04
-1.46, 1.11, 12.79
-2.80, 1.84, 14.25
-2.80, 2.87, 16.78
-9.35, 2.64, 16.59
-4.41, 1.61, 17.35
-2.07, 1.65, 17.58
-5.02, 1.76, 16.16
-6.55, 1.80, 13.14
-4.18, 0.77, 10.23
-0.77, 1.15, 8.70
-8.62, 2.80, 7.74
5.78, -0.80, 2.60
9.12, -3.33, 6.63
9.08, -2.83, 6.63
7.43, -2.18, 8.27
6.21, -1.76, 7.55
8.16, -2.30, 8.81

-2.57, 0.80, 9.31
-2.80, 0.84, 9.27
-2.91, 0.96, 9.31
-2.80, 0.88, 8.92
-2.91, 1.00, 9.15
-2.57, 0.84, 9.31
-2.57, 1.00, 9.31
-2.76, 0.96, 9.19
-2.95, 0.88, 9.12
-2.91, 0.84, 9.38
-2.72, 0.77, 9.27
-2.68, 0.73, 9.27
-2.53, 0.69, 9.42
-2.87, 0.69, 9.27
-3.18, 0.84, 9.19
-2.76, 0.80, 9.27
-2.64, 0.73, 9.23
-2.72, 0.65, 9.31
-2.68, 0.77, 9.23
-2.95, 0.77, 9.27
-2.60, 0.92, 9.35
-2.60, 0.80, 9.27
-2.80, 0.84, 9.23
-2.83, 0.84, 9.27
-2.91, 1.03, 9.19
-2.87, 1.00, 9.27
-2.87, 0.96, 9.19
-2.76, 1.07, 9.46
-2.76, 0.88, 9.15
-2.76, 1.03, 9.23
-2.72, 0.80, 9.31
-2.64, 1.00, 9.27
-2.95, 0.92, 9.27
-2.91, 0.92, 9.23
-2.76, 1.00, 9.23
-2.80, 0.88, 9.35
-2.80, 0.88, 9.19
-2.64, 0.50, 9.35
-2.45, 1.11, 8.04
-3.64, 0.88, 10.80
-0.46, 0.42, 8.77
-1.15, 1.19, 10.80
-0.88, 0.92, 8.96
-0.73, 0.61, 10.73
-1.46, 0.27, 9.42
-1.95, 1.00, 11.11
0.27, -0.04, 10.00
-2.07, 1.34, 10.73
-0.73, 0.11, 10.73
0.80, -0.19, 10.84
0.08, 0.08, 11.11
1.15, -0.50, 11.76
4.02, 0.00, 10.65
2.30, -0.84, 8.96
3.72, -0.34, 9.42
1.57, -0.73, 8.89
4.79, -0.08, 9.58
2.07, -0.73, 8.27
2.15, -0.15, 8.70
4.41, -1.61, 8.73
4.52, -0.73, 8.31
4.86, -1.61, 7.62
4.94, -0.57, 7.51
4.75, -1.46, 7.70
4.83, -0.92, 8.16
3.98, -0.92, 7.01
3.41, -0.92, 6.17
3.06, -0.69, 5.98
2.37, -0.69, 4.71
1.65, -0.19, 5.82
1.03, -0.08, 5.02
-0.54, -0.57, 6.59
-1.53, 0.46, 9.27
-3.60, 1.26, 7.97
-2.11, 0.31, 13.83
-3.87, 1.84, 18.08
-3.98, 1.34, 16.74
-7.16, 1.99, 19.54
-3.95, 1.38, 10.07
-1.84, 0.57, 7.35
-1.53, 0.54, 5.59
-1.42, 0.23, 4.37
-1.88, 0.19, 3.26
-2.68, 0.31, 3.45
-4.21, 0.96, 4.75
-4.90, 0.92, 6.24
-3.83, 1.19, 9.04
-1.46, 1.11, 12.79
-2.80, 1.84, 14.25
-2.80, 2.87, 16.78
-9.35, 2.64, 16.59
-4.41, 1.61, 17.35
-2.07, 1.65, 17.58
-5.02, 1.76, 16.16
-6.55, 1.80, 13.14
-4.18, 0.77, 10.23
-0.77, 1.15, 8.70
-8.62, 2.80, 7.74
5.78, -0.80, 2.60
9.12, -3.33, 6.63
9.08, -2.83, 6.63
7.43, -2.18, 8.27
6.21, -1.76, 7.55
8.16, -2.30, 8.81
2.22, -1.03, 4.98
5.17, -1.03, 3.45
1.23, -0.65, 3.60
2.03, -0.08, 4.29
1.61, -0.31, 4.60
2.80, -0.38, 5.21
1.84, -0.11, 6.24
0.00, 0.00, 8.92
-0.11, 0.57, 10.30
-0.15, 0.73, 15.70
-10.15, 2.95, 17.74
-4.98, 1.65, 19.88
-1.11, 1.72, 22.29
-5.86, 2.11, 18.88
-9.15, 2.68, 18.46
-4.56, 1.99, 15.55
-4.37, 1.38, 14.21
-2.07, 0.92, 9.38
-3.29, 0.77, 6.51
-3.49, 0.84, 4.98
-2.37, 0.46, 3.37
-1.49, 0.11, 2.60
-1.65, 0.15, 2.99
-2.49, 0.57, 4.75
-3.75, 1.15, 8.12
-3.68, 1.30, 9.77

-2.57, 0.80, 9.31
-2.80, 0.84, 9.27
-2.91, 0.96, 9.31
-2.80, 0.88, 8.92
-2.91, 1.00, 9.15
-2.57, 0.84, 9.31
-2.57, 1.00, 9.31
-2.76, 0.96, 9.19
-2.95, 0.88, 9.12
-2.91, 0.84, 9.38
-2.72, 0.77, 9.27
-2.68, 0.73, 9.27
-2.53, 0.69, 9.42
-2.87, 0.69, 9.27
-3.18, 0.84, 9.19
-2.76, 0.80, 9.27
-2.64, 0.73, 9.23
-2.72, 0.65, 9.31
-2.68, 0.77, 9.23
-2.95, 0.77, 9.27
-2.60, 0.92, 9.35
-2.60, 0.80, 9.27
-2.80, 0.84, 9.23
-2.83, 0.84, 9.27
-2.91, 1.03, 9.19
-2.87, 1.00, 9.27
-2.87, 0.96, 9.19
-2.76, 1.07, 9.46
-2.76, 0.88, 9.15
-2.76, 1.03, 9.23
-2.72, 0.80, 9.31
-2.64, 1.00, 9.27
-2.95, 0.92, 9.27
-2.91, 0.92, 9.23
-2.76, 1.00, 9.23
-2.80, 0.88, 9.35
-2.80, 0.88, 9.19
-2.64, 0.50, 9.35
-2.45, 1.11, 8.04
-3.64, 0.88, 10.80
-0.46, 0.42, 8.77
-1.15, 1.19, 10.80
-0.88, 0.92, 8.96
-0.73, 0.61, 10.73
-1.46, 0.27, 9.42
-1.95, 1.00, 11.11
0.27, -0.04, 10.00
-2.07, 1.34, 10.73
-0.73, 0.11, 10.73
0.80, -0.19, 10.84
0.08, 0.08, 11.11
1.15, -0.50, 11.76
4.02, 0.00, 10.65
2.30, -0.84, 8.96
3.72, -0.34, 9.42
1.57, -0.73, 8.89
4.79, -0.08, 9.58
2.07, -0.73, 8.27
2.15, -0.15, 8.70
4.41, -1.61, 8.73
4.52, -0.73, 8.31
4.86, -1.61, 7.62
4.94, -0.57, 7.51
4.75, -1.46, 7.70
4.83, -0.92, 8.16
3.98, -0.92, 7.01
3.41, -0.92, 6.17
3.06, -0.69, 5.98
2.37, -0.69, 4.71
1.65, -0.19, 5.82
1.03, -0.08, 5.02
-0.54, -0.57, 6.59
-1.53, 0.46, 9.27
-3.60, 1.26, 7.97
-2.11, 0.31, 13.83
-3.87, 1.84, 18.08
-3.98, 1.34, 16.74
-7.16, 1.99, 19.54
-3.95, 1.38, 10.07
-1.84, 0.57, 7.35
-1.53, 0.54, 5.59
-1.42, 0.23, 4.37
-1.88, 0.19, 3.26
-2.68, 0.31, 3.45
-4.21, 0.96, 4.75
-4.90, 0.92, 6.24
-3.83, 1.19, 9.04
-1.46, 1.11, 12.79
-2.80, 1.84, 14.25
-2.80, 2.87, 16.78
-9.35, 2.64, 16.59
-4.41, 1.61, 17.35
-2.07, 1.65, 17.58
-5.02, 1.76, 16.16
-6.55, 1.80, 13.14
-4.18, 0.77, 10.23
-0.77, 1.15, 8.70
-8.62, 2.80, 7.74
5.78, -0.80, 2.60
9.12, -3.33, 6.63
9.08, -2.83, 6.63
7.43, -2.18, 8.27
6.21, -1.76, 7.55
8.16, -2.30, 8.81
2.22, -1.03, 4.98
5.17, -1.03, 3.45
1.23, -0.65, 3.60
2.03, -0.08, 4.29
1.61, -0.31, 4.60
2.80, -0.38, 5.21
1.84, -0.11, 6.24
0.00, 0.00, 8.92
-0.11, 0.57, 10.30
-0.15, 0.73, 15.70
-10.15, 2.95, 17.74
-4.98, 1.65, 19.88
-1.11, 1.72, 22.29
-5.86, 2.11, 18.88
-9.15, 2.68, 18.46
-4.56, 1.99, 15.55
-4.37, 1.38, 14.21
-2.07, 0.92, 9.38
-3.29, 0.77, 6.51
-3.49, 0.84, 4.98
-2.37, 0.46, 3.37
-1.49, 0.11, 2.60
-1.65, 0.15, 2.99
-2.49, 0.57, 4.75
-3.75, 1.15, 8.12
-3.68, 1.30, 9.77
-4.79, 1.95, 18.23
-5.09, 1.72, 16.43
-4.90, 1.34, 14.06
-3.10, 0.69, 10.84
-3.45, 2.91, 8.20
7.16, 1.84, 9.84
2.72, -3.22, 5.86
10.30, -1.65, 7.05
6.47, -1.80, 7.81
6.24, -1.42, 8.08
6.13, -1.23, 8.31
4.63, -1.19, 7.39
6.93, -0.80, 6.32
5.71, -1.26, 6.93
4.79, -1.23, 6.55
3.14, -0.69, 5.25
2.95, -0.84, 4.44
1.11, 0.08, 4.21
1.92, -0.38, 4.67
0.88, -0.04, 5.25
0.31, -0.23, 6.93
-3.75, 1.92, 8.24
-3.91, 0.23, 10.30
-6.67, 2.15, 17.66
-2.76, 1.72, 19.61
-2.26, 1.92, 19.88

-2.57, 0.80, 9.31
-2.80, 0.84, 9.27
-2.91, 0.96, 9.31
-2.80, 0.88, 8.92
-2.91, 1.00, 9.15
-2.57, 0.84, 9.31
-2.57, 1.00, 9.31
-2.76, 0.96, 9.19
-2.95, 0.88, 9.12
-2.91, 0.84, 9.38
-2.72, 0.77, 9.27
-2.68, 0.73, 9.27
-2.53, 0.69, 9.42
-2.87, 0.69, 9.27
-3.18, 0.84, 9.19
-2.76, 0.80, 9.27
-2.64, 0.73, 9.23
-2.72, 0.65, 9.31
-2.68, 0.77, 9.23
-2.95, 0.77, 9.27
-2.60, 0.92, 9.35
-2.60, 0.80, 9.27
-2.80, 0.84, 9.23
-2.83, 0.84, 9.27
-2.91, 1.03, 9.19
-2.87, 1.00, 9.27
-2.87, 0.96, 9.19
-2.76, 1.07, 9.46
-2.76, 0.88, 9.15
-2.76, 1.03, 9.23
-2.72, 0.80, 9.31
-2.64, 1.00, 9.27
-2.95, 0.92, 9.27
-2.91, 0.92, 9.23
-2.76, 1.00, 9.23
-2.80, 0.88, 9.35
-2.80, 0.88, 9.19
-2.64, 0.50, 9.35
-2.45, 1.11, 8.04
-3.64, 0.88, 10.80
-0.46, 0.42, 8.77
-1.15, 1.19, 10.80
-0.88, 0.92, 8.96
-0.73, 0.61, 10.73
-1.46, 0.27, 9.42
-1.95, 1.00, 11.11
0.27, -0.04, 10.00
-2.07, 1.34, 10.73
-0.73, 0.11, 10.73
0.80, -0.19, 10.84
0.08, 0.08, 11.11
1.15, -0.50, 11.76
4.02, 0.00, 10.65
2.30, -0.84, 8.96
3.72, -0.34, 9.42
1.57, -0.73, 8.89
4.79, -0.08, 9.58
2.07, -0.73, 8.27
2.15, -0.15, 8.70
4.41, -1.61, 8.73
4.52, -0.73, 8.31
4.86, -1.61, 7.62
4.94, -0.57, 7.51
4.75, -1.46, 7.70
4.83, -0.92, 8.16
3.98, -0.92, 7.01
3.41, -0.92, 6.17
3.06, -0.69, 5.98
2.37, -0.69, 4.71
1.65, -0.19, 5.82
1.03, -0.08, 5.02
-0.54, -0.57, 6.59
-1.53, 0.46, 9.27
-3.60, 1.26, 7.97
-2.11, 0.31, 13.83
-3.87, 1.84, 18.08
-3.98, 1.34, 16.74
-7.16, 1.99, 19.54
-3.95, 1.38, 10.07
-1.84, 0.57, 7.35
-1.53, 0.54, 5.59
-1.42, 0.23, 4.37
-1.88, 0.19, 3.26
-2.68, 0.31, 3.45
-4.21, 0.96, 4.75
-4.90, 0.92, 6.24
-3.83, 1.19, 9.04
-1.46, 1.11, 12.79
-2.80, 1.84, 14.25
-2.80, 2.87, 16.78
-9.35, 2.64, 16.59
-4.41, 1.61, 17.35
-2.07, 1.65, 17.58
-5.02, 1.76, 16.16
-6.55, 1.80, 13.14
-4.18, 0.77, 10.23
-0.77, 1.15, 8.70
-8.62, 2.80, 7.74
5.78, -0.80, 2.60
9.12, -3.33, 6.63
9.08, -2.83, 6.63
7.43, -2.18, 8.27
6.21, -1.76, 7.55
8.16, -2.30, 8.81
2.22, -1.03, 4.98
5.17, -1.03, 3.45
1.23, -0.65, 3.60
2.03, -0.08, 4.29
1.61, -0.31, 4.60
2.80, -0.38, 5.21
1.84, -0.11, 6.24
0.00, 0.00, 8.92
-0.11, 0.57, 10.30
-0.15, 0.73, 15.70
-10.15, 2.95, 17.74
-4.98, 1.65, 19.88
-1.11, 1.72, 22.29
-5.86, 2.11, 18.88
-9.15, 2.68, 18.46
-4.56, 1.99, 15.55
-4.37, 1.38, 14.21
-2.07, 0.92, 9.38
-3.29, 0.77, 6.51
-3.49, 0.84, 4.98
-2.37, 0.46, 3.37
-1.49, 0.11, 2.60
-1.65, 0.15, 2.99
-2.49, 0.57, 4.75
-3.75, 1.15, 8.12
-3.68, 1.30, 9.77
-4.79, 1.95, 18.23
-5.09, 1.72, 16.43
-4.90, 1.34, 14.06
-3.10, 0.69, 10.84
-3.45, 2.91, 8.20
7.16, 1.84, 9.84
2.72, -3.22, 5.86
10.30, -1.65, 7.05
6.47, -1.80, 7.81
6.24, -1.42, 8.08
6.13, -1.23, 8.31
4.63, -1.19, 7.39
6.93, -0.80, 6.32
5.71, -1.26, 6.93
4.79, -1.23, 6.55
3.14, -0.69, 5.25
2.95, -0.84, 4.44
1.11, 0.08, 4.21
1.92, -0.38, 4.67
0.88, -0.04, 5.25
0.31, -0.23, 6.93
-3.75, 1.92, 8.24
-3.91, 0.23, 10.30
-6.67, 2.15, 17.66
-2.76, 1.72, 19.61
-2.26, 1.92, 19.88
-3.03, 0.69, 6.21
-2.37, 0.57, 4.98
-1.23, 0.19, 3.91
-0.96, 0.15, 2.72
-1.46, 0.31, 3.52
-3.14, 0.54, 5.78
-4.83, 1.26, 8.27
-4.56, 1.26, 9.81
-3.33, 1.23, 13.60
-3.87, 1.84, 16.39
-7.05, 2.30, 17.85
-7.97, 2.34, 17.96
-4.56, 1.95, 17.77
-3.37, 1.53, 17.16
-4.83, 1.61, 15.02
-4.52, 1.19, 11.80
-3.03, 0.92, 9.96
-6.21, 2.41, 1.61
2.95, -1.84, 16.01
6.74, -1.30, 7.74
8.08, -1.57, 7.66
6.32, -0.54, 7.39
6.01, -1.26, 7.70
4.79, -1.00, 8.04
5.44, -0.80, 6.82
3.87, -1.34, 8.39

